squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
88589.0,2.0,0,0,81,59791.0,5,8,2001,0,1,3643,7048,201,0,9,8866678.1
79610.0,75.0,1,1,6,84828.0,8,3,2011,1,0,2551,7114,538,1,2,7968541.1
58974.0,44.0,0,0,78,45032.0,2,9,2008,0,1,7758,829,278,0,7,5904218.8
97110.0,95.0,0,1,21,19698.0,6,8,2018,1,1,6780,3819,240,1,5,9717346.8
48344.0,34.0,0,0,20,11070.0,4,10,2004,1,1,1072,4801,564,1,6,4836340.4
88123.0,97.0,1,0,43,89177.0,10,6,1999,1,0,4371,5915,174,1,6,8816802.9
21217.0,20.0,0,1,47,51241.0,6,3,1995,0,1,3267,8193,936,0,9,2127258.5
634.0,64.0,0,1,10,40942.0,4,6,1990,1,1,5713,4559,588,1,3,66144.0
56296.0,18.0,0,1,32,5061.0,4,8,2016,1,0,6200,2378,602,0,4,5637090.6
460.0,3.0,0,0,12,30477.0,9,8,1993,0,1,7166,8479,734,1,2,47257.3
19325.0,58.0,0,0,84,81906.0,1,8,1999,0,1,8677,9675,991,0,2,1937569.9
16979.0,67.0,1,0,84,81031.0,1,5,2012,0,0,4773,638,303,0,0,1706608.2
86183.0,10.0,1,1,31,5386.0,7,10,2010,0,0,8389,8395,637,0,0,8624347.0
55052.0,6.0,0,0,67,30748.0,7,8,1992,1,0,5499,9979,683,1,9,5506954.2
889.0,53.0,1,0,30,3406.0,1,7,1999,1,1,2656,236,847,1,10,92858.9
18972.0,70.0,1,0,3,42286.0,3,3,2010,0,1,8253,1477,618,0,4,1902042.0
12555.0,8.0,1,1,55,73239.0,6,7,1993,1,1,123,4385,310,1,10,1265496.3
31598.0,63.0,1,0,39,30350.0,6,9,1999,0,0,7048,8714,710,1,4,3165856.9
6049.0,99.0,0,0,37,21569.0,7,7,2000,0,1,3872,4019,944,0,8,608869.0
53978.0,16.0,0,0,72,51307.0,5,3,2012,0,1,9118,1176,668,0,9,5399675.2
41404.0,2.0,0,0,69,1993.0,2,8,2020,1,0,7226,9838,814,0,8,4147112.0
37916.0,26.0,1,1,52,47924.0,3,8,2004,0,0,4276,5143,627,1,2,3798906.4
89999.0,49.0,1,0,3,18801.0,9,4,2010,1,0,1314,5091,186,0,5,9004222.0
98426.0,11.0,0,1,74,27644.0,7,6,1992,0,1,3934,4010,820,1,8,9850377.2
28309.0,57.0,0,1,36,77489.0,9,2,2009,0,1,3323,265,501,1,7,2838029.9
18262.0,61.0,0,1,71,79622.0,5,7,2021,1,0,9975,9294,218,0,7,1834387.1
34109.0,36.0,0,1,19,62507.0,8,8,2003,1,0,5930,7817,628,0,7,3416596.3
25182.0,73.0,1,1,90,15511.0,4,3,1993,1,0,5591,6524,773,0,5,2526249.3
51518.0,39.0,0,1,67,43714.0,3,2,1999,1,1,9542,5547,124,1,7,5160065.9
51393.0,99.0,1,1,68,23582.0,3,7,2004,1,1,8696,5199,736,1,8,5153610.4
13982.0,75.0,1,1,71,93680.0,10,5,2016,1,0,462,8938,564,1,6,1408422.6
42378.0,13.0,0,0,68,49290.0,5,4,2010,0,1,3183,3708,180,0,0,4244979.0
15859.0,94.0,0,1,8,35621.0,5,7,2020,1,0,7327,5343,174,0,1,1588729.0
8392.0,81.0,1,0,97,90768.0,1,1,1998,1,1,5071,7075,844,0,6,848992.8
14973.0,91.0,1,0,22,52038.0,3,2,2018,0,1,7397,1255,301,1,4,1501528.8
90339.0,74.0,0,0,3,64736.0,10,8,2007,0,0,4282,3627,552,0,5,9034852.7
18044.0,13.0,1,1,13,71630.0,5,4,2008,0,1,3017,6238,617,1,10,1814360.8
42057.0,90.0,0,0,17,19287.0,5,2,1996,0,0,386,7822,796,0,10,4206914.6
80922.0,7.0,1,1,98,2387.0,1,8,2002,0,0,9705,7940,734,1,1,8105660.2
85016.0,46.0,1,0,75,34797.0,1,3,2010,1,0,2665,9509,881,0,1,8509064.0
85854.0,62.0,0,1,46,62998.0,1,8,2001,1,0,6111,3208,516,1,6,8592747.1
51521.0,13.0,0,0,3,82475.0,9,2,1999,0,1,818,4134,672,0,3,5153018.9
53496.0,71.0,0,1,22,62086.0,4,8,1991,0,0,8619,8861,562,0,2,5354040.1
53735.0,49.0,0,1,92,2423.0,4,7,2006,0,0,8654,9588,290,1,8,5384554.6
28727.0,45.0,0,1,23,17857.0,6,6,2001,0,1,9487,4545,450,0,0,2877589.1
71443.0,26.0,0,0,56,50391.0,1,9,2003,1,0,6685,438,413,1,9,7146766.3
38829.0,1.0,1,1,54,6915.0,10,2,2011,0,1,746,3788,132,1,8,3892902.1
28193.0,90.0,1,1,82,4929.0,8,4,2008,1,1,4083,2224,643,0,0,2830504.8
88259.0,8.0,0,0,96,78742.0,4,2,1998,0,1,8896,9058,572,0,5,8832355.8
80988.0,34.0,0,1,57,56385.0,6,10,2015,0,1,8135,7450,321,1,10,8104253.5
70126.0,97.0,0,1,42,26733.0,6,1,1991,0,1,8899,2020,135,0,10,7018315.1
62281.0,87.0,1,1,70,62129.0,9,8,2010,1,1,1665,8292,863,1,1,6239393.0
50589.0,75.0,0,0,52,82206.0,10,3,2008,1,1,3824,8806,185,0,9,5061508.8
4840.0,29.0,0,1,32,53090.0,9,3,1993,1,1,5351,1350,650,1,6,490232.3
30513.0,57.0,0,1,86,63047.0,7,2,1996,0,0,1223,769,699,1,8,3062130.6
37822.0,23.0,0,0,71,28785.0,4,10,2011,1,1,384,9476,814,1,9,3785912.1
48045.0,89.0,1,1,73,53573.0,2,8,2008,0,0,8975,4437,760,1,10,4816515.8
19430.0,50.0,1,0,47,30389.0,10,8,2004,0,1,2876,6817,822,0,5,1949922.4
20863.0,41.0,0,0,2,16923.0,1,3,2019,0,0,1601,3742,485,0,7,2086593.9
5208.0,61.0,0,1,69,65029.0,10,7,2003,0,0,4575,4964,920,1,1,526474.3
87294.0,92.0,1,0,80,86427.0,4,7,1992,1,1,7378,8728,575,1,2,8740010.2
67105.0,12.0,1,0,87,45851.0,3,7,2014,1,0,2199,4940,949,1,1,6716149.4
53749.0,86.0,0,1,63,11671.0,7,8,2009,1,1,8488,6220,239,1,4,5381187.9
14185.0,3.0,1,0,94,76994.0,6,7,2002,1,1,5155,5381,799,1,3,1422531.2
39239.0,29.0,0,1,97,59671.0,8,2,2002,1,0,1749,643,986,0,10,3933198.2
13405.0,13.0,1,1,68,14820.0,1,4,2017,1,0,8113,1641,921,0,0,1350019.7
8395.0,94.0,0,1,2,57055.0,7,6,2019,1,0,1618,5529,833,0,10,842343.9
15555.0,33.0,1,1,8,76677.0,5,4,2018,1,1,1635,4738,647,0,10,1564014.8
81600.0,46.0,1,0,16,36380.0,6,2,2008,1,0,1841,591,427,1,2,8163638.8
55851.0,3.0,1,1,11,45177.0,1,3,1994,1,0,1044,660,646,1,9,5592415.4
36705.0,38.0,0,1,23,94515.0,5,2,2010,0,1,2585,6833,450,1,3,3676738.0
59237.0,54.0,1,0,85,38743.0,8,3,2012,1,1,165,3941,828,1,6,5932547.2
56420.0,54.0,1,0,51,48264.0,3,3,2001,0,1,6436,7741,324,0,8,5646520.1
93363.0,43.0,1,0,88,73200.0,8,4,2020,0,1,4992,7648,871,0,10,9341198.0
8584.0,46.0,1,1,98,31833.0,6,6,1999,1,0,9855,1400,615,1,1,873709.9
32623.0,35.0,0,1,14,80204.0,10,6,2003,1,0,4633,7551,126,0,8,3267852.3
88869.0,11.0,0,0,84,56957.0,7,7,2011,0,0,2889,1895,482,0,5,8893331.1
55840.0,89.0,0,1,11,56766.0,4,6,1995,0,0,9314,3519,912,0,2,5588693.5
70681.0,24.0,1,0,16,62054.0,10,4,2006,0,1,6921,2915,640,0,10,7072541.6
95795.0,48.0,0,0,69,17479.0,8,7,2012,1,0,2275,5958,770,1,7,9585545.2
29543.0,27.0,0,1,92,52082.0,2,5,2005,0,0,5932,4494,406,1,8,2961309.5
27565.0,79.0,1,0,3,57364.0,8,9,1999,0,1,5802,4636,634,1,3,2760622.9
44513.0,65.0,0,1,49,45227.0,3,4,2013,1,1,425,9967,813,0,5,4457776.3
46132.0,94.0,1,0,90,78173.0,2,7,1993,1,1,7242,4824,987,0,8,4624268.3
83197.0,46.0,1,1,68,36740.0,7,5,1997,1,0,4439,9572,351,1,2,8327908.7
63648.0,42.0,1,1,23,77197.0,3,2,2015,0,0,7273,6849,876,0,5,6373960.5
36704.0,74.0,1,1,100,23421.0,2,1,2007,0,0,1014,6314,933,0,0,3682620.7
17595.0,96.0,1,1,99,7025.0,6,10,2021,1,0,4123,8800,253,0,6,1770417.1
85531.0,77.0,1,1,97,24755.0,2,2,2008,0,0,5042,9632,164,1,0,8563383.8
17867.0,19.0,0,1,48,31226.0,5,10,1994,1,0,5614,3765,948,1,2,1796244.4
79851.0,83.0,1,1,38,95821.0,5,3,1998,1,1,3647,2505,997,0,9,7995217.8
74970.0,60.0,1,1,82,91777.0,2,5,2000,0,1,1897,545,869,0,10,7509123.0
95561.0,46.0,1,0,66,20156.0,10,9,2015,0,0,9245,1854,582,1,3,9561422.5
95492.0,65.0,1,1,77,94205.0,9,2,1997,1,1,8248,5604,376,0,10,9563379.7
18040.0,80.0,1,1,62,61643.0,9,1,2016,1,0,3029,3408,157,0,4,1813007.6
52979.0,82.0,0,1,45,44653.0,5,9,2010,1,1,6879,7538,708,1,5,5304197.0
4052.0,14.0,1,1,34,63495.0,1,3,2002,1,0,247,4181,953,0,0,416251.2
20166.0,8.0,0,0,89,47069.0,4,9,1992,0,0,5504,4,845,0,0,2022517.2
13309.0,20.0,1,0,73,56261.0,6,8,2004,1,0,1620,7675,843,0,5,1337541.4
10737.0,4.0,1,1,59,43155.0,3,1,1996,0,1,5050,6583,368,1,2,1083375.6
10817.0,97.0,0,1,12,90537.0,4,9,2000,0,1,2414,2166,654,0,7,1087354.0
64393.0,8.0,0,0,51,95335.0,4,1,1990,1,0,3835,2403,559,0,6,6441378.0
70768.0,26.0,1,0,11,64814.0,5,2,2006,1,1,1470,7184,897,0,4,7081550.6
82616.0,76.0,0,0,31,98786.0,6,7,2003,0,0,7653,473,961,0,8,8262441.3
77158.0,17.0,1,1,12,68216.0,5,6,1993,1,0,4271,8324,252,0,7,7721334.3
19537.0,61.0,0,1,83,89083.0,5,2,2020,0,0,1962,275,721,0,5,1960626.0
18426.0,63.0,1,1,31,15208.0,2,3,1996,1,0,461,524,840,1,5,1854935.6
20967.0,33.0,1,1,66,42201.0,1,2,2016,1,0,8214,4091,118,1,4,2103788.6
93561.0,24.0,0,0,10,39830.0,5,5,2001,0,1,5801,5536,777,0,8,9357480.1
11498.0,38.0,0,1,41,31410.0,6,2,2009,1,0,4035,3086,699,0,5,1154978.9
90177.0,50.0,1,0,32,56996.0,1,7,2018,0,0,9300,4271,242,0,8,9024117.8
2684.0,97.0,0,1,19,9081.0,7,3,2010,0,1,2676,1879,936,1,8,272104.0
83019.0,10.0,0,1,79,21246.0,5,2,1993,1,0,9536,5524,432,1,5,8307344.3
69642.0,45.0,1,1,24,8723.0,7,9,2016,1,1,3147,8521,648,1,3,6974699.6
84491.0,83.0,1,1,16,27636.0,3,1,1996,0,1,6653,4391,323,0,6,8457523.6
23210.0,17.0,1,0,52,73330.0,1,8,2014,1,1,9776,6010,255,1,8,2329090.4
31802.0,100.0,0,0,80,6094.0,7,3,1990,0,1,3049,6665,476,1,10,3184469.0
10590.0,74.0,0,0,5,22285.0,8,2,2013,0,1,4524,4445,566,0,4,1060141.3
75486.0,21.0,0,0,65,44804.0,9,2,2021,0,1,4226,8490,733,0,4,7553287.1
99053.0,20.0,1,1,41,29160.0,10,6,2013,0,1,181,5549,223,0,1,9914114.3
65779.0,99.0,0,1,80,52650.0,9,9,2006,1,1,8673,2478,210,1,5,6583911.6
42557.0,71.0,1,1,23,46686.0,9,2,2015,1,1,880,1526,938,1,7,4264085.5
48673.0,36.0,1,1,58,3916.0,5,6,2007,1,1,8179,999,576,0,4,4877029.7
51785.0,24.0,1,1,81,95974.0,8,2,2003,1,0,7229,984,865,0,9,5191640.3
64736.0,94.0,1,0,24,17122.0,2,2,2016,1,0,9847,3454,443,1,2,6480225.6
51679.0,63.0,1,1,39,20441.0,2,1,1993,0,1,1687,7621,422,1,10,5176042.3
8318.0,24.0,0,0,4,35848.0,5,9,2021,0,1,1225,9699,893,0,3,832684.1
75039.0,5.0,1,1,26,32066.0,2,8,2021,0,0,2821,4767,164,0,2,7512308.1
16003.0,28.0,1,0,32,56379.0,5,3,1995,1,0,6293,398,171,1,10,1606578.5
70715.0,49.0,1,0,45,56692.0,3,3,2001,0,1,1556,9322,741,1,2,7076608.1
97435.0,90.0,1,0,67,62817.0,2,3,1990,0,0,2229,9850,197,1,8,9752191.0
32956.0,2.0,1,1,46,53020.0,2,8,1993,1,1,7599,4489,838,1,2,3305549.3
38522.0,4.0,1,0,63,27106.0,10,2,1990,0,0,6735,1244,783,0,6,3858534.0
76658.0,24.0,1,1,7,10408.0,7,8,2020,1,1,9433,6604,286,1,3,7674076.0
46865.0,18.0,1,0,39,32012.0,5,3,2020,1,1,1187,7858,912,1,1,4690710.0
17583.0,54.0,0,1,86,98489.0,9,3,2010,0,1,6237,6677,675,1,5,1765645.0
16254.0,27.0,1,0,36,69477.0,7,9,2020,0,0,2964,186,763,1,6,1630892.0
84651.0,74.0,0,1,26,27443.0,10,10,2007,1,1,7940,6646,816,1,9,8469947.7
37531.0,25.0,1,0,10,72517.0,10,3,2016,0,1,5552,6261,568,1,8,3757051.6
78046.0,5.0,0,0,62,25074.0,6,4,2005,1,1,4371,5277,478,1,3,7810522.5
15321.0,53.0,0,0,8,57521.0,1,4,2014,1,1,2829,2827,853,1,1,1533279.4
31952.0,33.0,1,0,60,24474.0,9,5,2005,0,0,1446,6397,587,0,1,3202868.5
74310.0,4.0,1,0,30,73922.0,4,4,2004,0,0,8773,7979,200,1,7,7436951.4
48831.0,69.0,0,1,29,84669.0,3,9,2015,0,0,634,6304,634,1,3,4889109.5
59260.0,39.0,1,1,35,94035.0,2,1,2018,1,1,1832,1087,452,0,10,5932371.8
2267.0,82.0,0,0,8,5166.0,10,10,1995,1,0,9360,3301,225,1,7,228087.5
40081.0,48.0,0,0,21,98496.0,6,6,2012,1,0,1731,7398,359,1,10,4009410.2
70753.0,66.0,0,1,38,28784.0,9,6,1991,1,1,5308,7336,204,0,7,7083236.1
95514.0,64.0,0,1,83,88845.0,6,8,2016,1,1,3388,6643,167,0,1,9557636.6
63961.0,97.0,1,1,71,13838.0,6,10,2002,0,0,2228,9089,951,1,2,6404321.2
21086.0,3.0,1,1,58,98248.0,2,2,2006,1,1,4001,4443,527,0,3,2116427.6
44008.0,40.0,0,0,10,38622.0,8,7,1992,0,0,894,4609,817,1,2,4402299.2
5724.0,31.0,1,1,24,54529.0,6,5,2007,1,1,4580,6318,479,1,9,580503.7
34982.0,30.0,1,0,66,5540.0,6,8,2001,0,1,224,802,474,1,1,3508325.1
3624.0,80.0,1,0,1,27310.0,4,4,1999,0,0,7887,9074,702,0,3,365077.9
28452.0,79.0,1,0,40,79918.0,4,10,2006,1,1,388,1889,566,1,2,2850377.6
65549.0,38.0,0,0,38,35657.0,5,4,2015,1,1,5487,1726,316,1,10,6556739.5
2875.0,78.0,0,1,25,16346.0,2,5,2017,0,0,9590,5923,293,0,10,290996.7
3822.0,60.0,0,1,76,85456.0,6,4,1999,0,1,8829,1920,456,0,5,392397.9
96433.0,18.0,1,1,47,68178.0,3,10,2006,0,1,1448,7225,907,1,9,9650853.6
20949.0,5.0,1,1,22,26964.0,4,8,2013,0,0,3137,6117,747,0,10,2102983.3
32309.0,58.0,1,1,88,72557.0,6,9,2002,0,1,6445,8208,542,0,5,3242419.2
70577.0,22.0,0,1,88,57509.0,9,9,2005,1,0,8860,3446,128,1,5,7064452.5
3524.0,83.0,1,1,84,501.0,9,8,1999,0,0,9642,1296,641,1,2,362218.9
33205.0,94.0,1,0,68,72954.0,5,6,2000,1,0,9328,1438,338,1,5,3327752.0
77553.0,96.0,0,0,99,37327.0,9,10,2005,0,1,4072,4969,406,1,8,7763278.5
50118.0,80.0,1,0,76,39767.0,3,1,1998,0,1,7483,8194,687,0,0,5016630.8
66057.0,33.0,0,1,48,53247.0,10,3,2013,1,0,7500,9763,125,1,7,6615509.3
22809.0,70.0,1,1,65,75785.0,6,8,1990,0,0,3261,9231,862,0,4,2285983.0
74641.0,91.0,0,0,16,3061.0,6,10,2020,0,1,2163,6351,378,1,4,7465378.0
1967.0,87.0,1,1,76,3509.0,2,10,2009,0,0,3038,4154,505,0,2,207245.9
26269.0,64.0,1,1,30,73220.0,8,9,1991,0,0,5363,6550,742,1,10,2632126.1
77304.0,25.0,1,1,90,81084.0,8,3,1999,0,0,928,4531,871,1,5,7741198.9
71040.0,58.0,1,1,18,29919.0,5,7,1996,1,1,5402,4479,238,0,7,7108408.6
61039.0,27.0,1,1,69,7161.0,6,1,1995,0,0,4909,3150,666,1,6,6114260.5
5988.0,72.0,1,1,10,57227.0,10,5,2009,0,0,7391,1692,487,1,2,606466.9
22482.0,95.0,0,0,87,87952.0,6,1,1997,0,0,9933,1563,926,1,8,2256703.7
98799.0,55.0,1,0,42,15155.0,6,5,2020,1,0,5468,9365,712,1,0,9887392.0
36136.0,78.0,0,0,99,79211.0,3,10,2019,0,1,2576,4343,600,1,7,3618606.9
26507.0,14.0,1,0,79,37402.0,2,3,2005,0,1,535,7021,269,0,8,2656261.5
29556.0,91.0,1,1,33,43869.0,2,4,1990,1,0,6403,5380,677,0,2,2962632.0
15542.0,19.0,0,0,27,48610.0,8,7,1996,0,0,563,6368,615,0,5,1556824.6
4711.0,98.0,0,1,80,93410.0,7,5,2007,1,1,7325,6629,813,1,0,478449.7
51050.0,53.0,1,1,6,95122.0,3,3,2009,0,1,5315,5923,442,0,4,5107815.9
53798.0,78.0,0,1,52,51244.0,4,4,1993,1,1,1249,5380,461,1,10,5386875.3
15763.0,38.0,0,0,58,3877.0,2,7,1994,0,1,8631,3410,835,1,8,1581323.4
44633.0,100.0,1,0,69,70686.0,4,10,2010,1,0,8183,3882,479,0,8,4470611.0
99218.0,83.0,1,0,47,39869.0,6,9,1998,1,0,5633,1295,735,1,6,9925260.8
90151.0,73.0,1,1,79,15682.0,3,3,2012,0,1,1784,9088,682,1,9,9022486.2
84048.0,57.0,0,1,5,78424.0,8,2,2015,0,1,436,3032,169,1,8,8408266.5
82554.0,79.0,1,1,8,55438.0,4,5,2004,0,0,7888,3521,450,0,8,8265275.4
38171.0,51.0,1,1,83,55523.0,3,1,1992,0,1,7410,4011,352,1,4,3826368.2
6381.0,56.0,0,0,78,61113.0,5,1,2013,0,1,3859,7504,933,0,2,639687.3
93176.0,21.0,0,1,50,48510.0,10,2,2002,0,0,3184,5105,256,1,8,9325657.2
7113.0,51.0,1,1,68,66177.0,4,1,2014,1,0,1959,6603,692,0,7,721332.4
50938.0,33.0,1,1,49,82322.0,1,5,1994,1,0,5170,1660,731,1,6,5103724.4
62876.0,36.0,0,0,9,90089.0,4,8,2006,0,0,338,8342,740,1,4,6288117.6
26424.0,32.0,0,0,7,41497.0,6,1,2020,0,1,2246,9861,876,0,6,2643550.0
21522.0,93.0,0,1,11,25640.0,8,8,2008,1,0,2259,4540,804,1,4,2157060.8
41178.0,97.0,1,1,52,49681.0,8,10,1992,0,0,3529,533,652,0,2,4128828.2
51890.0,85.0,1,1,37,23002.0,7,8,2020,0,1,9905,8229,442,0,3,5194644.0
40327.0,56.0,0,1,100,40814.0,1,1,2013,0,1,8085,5902,951,0,8,4036268.3
64732.0,82.0,0,1,47,85414.0,10,2,1995,1,1,274,720,947,1,6,6479107.5
98045.0,21.0,1,1,62,51296.0,9,10,1995,1,0,7184,3182,691,1,3,9818036.5
12992.0,44.0,1,1,5,17015.0,5,4,1990,1,1,777,1759,846,0,10,1303106.0
36936.0,32.0,0,1,75,99648.0,8,4,2015,1,0,7842,921,600,1,9,3698154.5
33749.0,74.0,0,1,38,73976.0,10,7,1999,1,1,1729,7952,616,1,2,3380855.9
63822.0,79.0,0,1,30,97199.0,4,8,2011,0,0,1607,4082,679,1,10,6388329.1
17347.0,33.0,0,0,93,31368.0,2,3,1995,0,1,1771,2663,132,1,3,1742732.5
11027.0,5.0,0,0,10,45536.0,5,2,2001,1,0,3181,1291,198,1,0,1103790.1
85256.0,68.0,0,0,45,56640.0,4,1,2019,0,0,2638,7455,403,1,0,8530096.9
39574.0,37.0,1,1,54,88532.0,8,1,2018,0,0,2806,4867,619,0,1,3969486.8
60278.0,96.0,0,1,38,27336.0,10,10,2020,1,1,1956,934,269,1,4,6032040.0
85415.0,55.0,1,0,80,41611.0,3,5,2018,1,1,7181,9334,804,0,6,8550149.8
15588.0,76.0,0,1,86,58630.0,10,4,2015,1,0,9581,1928,273,1,4,1563887.5
96791.0,17.0,0,0,63,33275.0,1,7,2009,0,1,1240,3504,383,1,8,9680369.9
46119.0,14.0,0,1,68,82308.0,8,1,1998,0,1,9174,3376,742,1,8,4619757.8
97732.0,45.0,0,0,19,33643.0,3,7,2014,0,1,4115,4663,735,0,1,9774150.4
43815.0,56.0,0,1,99,26014.0,9,3,1995,1,1,4522,3360,488,1,0,4387387.5
3440.0,62.0,1,1,72,59167.0,7,1,2009,1,0,7498,8398,489,1,5,354630.9
10252.0,49.0,0,1,22,32288.0,9,3,2017,0,0,8455,1308,994,0,3,1030176.7
72399.0,61.0,0,0,88,32399.0,4,2,2004,1,0,9440,9518,981,1,7,7241380.4
28613.0,95.0,0,0,13,26626.0,3,6,1997,1,0,1582,4340,386,1,6,2862135.7
54919.0,13.0,1,0,15,61049.0,7,3,1996,1,0,4870,2998,647,1,0,5497882.6
90665.0,76.0,1,1,100,46863.0,4,9,2005,1,1,9168,6368,892,0,6,9077965.5
3166.0,87.0,1,1,73,21566.0,1,2,2009,0,1,2737,9233,820,1,5,327022.9
62314.0,96.0,1,1,32,93705.0,3,2,1997,0,1,3322,6315,584,0,0,6241387.7
92822.0,54.0,1,0,9,31180.0,3,10,1999,1,0,1193,6951,975,0,5,9287119.9
29004.0,29.0,1,1,53,78322.0,6,3,2021,0,1,3301,6940,411,0,2,2908364.1
92782.0,26.0,1,1,77,58537.0,1,10,1990,1,1,5183,2000,493,0,5,9287161.0
44240.0,11.0,1,1,26,91992.0,5,2,2009,0,1,906,5148,392,0,8,4432732.9
36048.0,57.0,0,1,100,80407.0,9,2,2006,0,0,3145,9902,310,0,1,3614178.6
4487.0,62.0,1,0,64,82960.0,2,10,2020,1,0,6917,2097,272,1,4,456380.0
38587.0,10.0,1,0,9,89834.0,4,3,1995,1,0,8444,5499,938,1,1,3862813.5
95063.0,89.0,0,1,32,96709.0,1,6,1991,1,1,1284,2651,983,1,3,9511106.1
75887.0,30.0,0,1,51,38884.0,3,2,2003,1,1,4181,200,978,1,5,7592702.3
13851.0,48.0,0,0,22,59633.0,10,1,2018,1,1,632,1162,736,0,10,1387301.8
41797.0,63.0,0,0,41,32765.0,3,2,2007,1,1,6781,3429,624,0,0,4182295.7
56381.0,5.0,1,1,91,50835.0,6,1,2009,0,1,9204,1511,795,0,1,5646091.9
72381.0,93.0,0,1,20,32337.0,6,3,2010,0,0,2130,7783,256,0,8,7242040.0
10437.0,56.0,0,1,23,39718.0,4,10,1999,1,1,4018,3432,193,1,2,1050183.9
3137.0,48.0,1,1,26,61569.0,6,5,2017,0,1,3238,5632,282,0,5,320868.7
83388.0,97.0,0,0,72,45858.0,1,4,2016,0,1,1288,9902,533,0,0,8339971.6
85345.0,61.0,1,1,22,89296.0,5,3,1995,0,0,6755,7949,959,1,1,8541574.5
22593.0,20.0,0,1,28,39784.0,10,3,2007,1,1,7213,6594,513,0,2,2262197.7
3790.0,7.0,0,1,55,55679.0,10,8,2021,0,0,319,3282,864,0,3,383898.1
5475.0,78.0,1,0,80,4128.0,2,9,2017,0,1,637,3512,315,1,6,557404.7
90842.0,60.0,1,1,25,25975.0,3,6,1995,0,0,3501,8720,152,0,5,9092168.5
87047.0,55.0,1,0,30,7120.0,10,4,2005,1,0,287,9493,397,0,9,8709056.5
18501.0,63.0,1,1,13,33825.0,10,4,2004,1,1,7911,7763,204,0,1,1855087.4
19796.0,4.0,1,0,30,59167.0,6,2,2005,1,0,9160,9986,745,1,6,1984461.5
18362.0,100.0,1,0,33,86705.0,9,4,2019,1,0,5521,1537,241,1,6,1842236.9
51703.0,56.0,0,1,83,79663.0,1,4,2000,1,0,3197,9057,835,1,6,5179465.0
47315.0,58.0,1,1,100,21505.0,9,5,1991,1,0,8499,2112,212,0,2,4744142.1
65662.0,78.0,0,1,34,5863.0,5,10,1993,0,1,8300,6137,911,1,2,6571434.3
33469.0,98.0,1,1,91,29874.0,7,7,2016,0,0,6871,4561,293,0,8,3362757.6
99170.0,33.0,1,1,85,49851.0,9,3,2014,1,1,8170,7536,728,0,9,9924309.4
48033.0,41.0,1,0,1,85611.0,4,6,1994,0,1,7386,7266,805,0,9,4807525.4
89674.0,6.0,0,0,5,56815.0,6,2,2012,1,1,5673,3242,604,0,4,8968371.2
26216.0,36.0,1,1,41,22419.0,7,9,2011,0,0,2876,1933,668,1,0,2628209.1
64963.0,41.0,0,1,57,71468.0,10,7,1996,0,0,4626,5178,587,1,10,6502097.6
26017.0,75.0,0,0,65,96609.0,1,6,1999,0,0,709,8076,950,1,7,2603509.9
73314.0,43.0,0,1,38,49895.0,10,1,2018,0,1,3281,5020,968,0,8,7336538.8
42969.0,41.0,0,0,65,58871.0,6,10,2014,0,0,5637,3120,400,1,8,4301496.4
26669.0,69.0,0,1,82,49351.0,5,5,2009,0,0,2089,2358,254,0,9,2671083.9
64937.0,50.0,1,0,66,9300.0,10,3,2006,1,0,8652,6351,716,0,2,6498696.6
77646.0,36.0,0,1,49,52556.0,4,1,1998,1,1,4539,1362,977,0,3,7770618.8
3411.0,92.0,0,1,66,88423.0,7,1,2009,0,1,3419,9213,455,0,10,350289.9
4537.0,5.0,0,0,48,41040.0,6,2,2016,0,0,8239,4592,620,0,0,456361.6
2789.0,20.0,0,0,21,45157.0,9,6,1991,0,1,5157,2004,872,0,9,281030.1
62815.0,79.0,0,1,78,20452.0,4,6,1995,0,0,3481,5081,720,0,2,6288969.5
95098.0,30.0,0,0,4,17095.0,4,9,2002,0,0,9545,1344,501,1,2,9510300.2
75334.0,29.0,0,0,5,74152.0,4,2,2006,0,1,8790,1294,562,1,8,7534445.6
69094.0,22.0,0,1,67,18938.0,4,8,2018,1,1,2649,6865,681,0,2,6919039.8
88759.0,25.0,0,1,51,59091.0,6,3,2001,1,1,295,3952,778,0,9,8879992.1
42957.0,43.0,0,1,55,90521.0,8,9,2002,1,1,3808,6230,343,0,1,4303225.2
33601.0,15.0,1,0,70,82755.0,6,6,2013,1,1,5469,2929,705,1,6,3367765.3
45206.0,39.0,1,1,12,72090.0,4,8,2014,0,0,2724,7920,615,0,1,4527173.4
66436.0,19.0,0,1,51,56455.0,10,3,2021,0,1,675,9029,251,0,5,6650734.1
99536.0,98.0,0,0,32,81518.0,6,4,1992,0,0,3710,4852,360,0,5,9956467.2
28997.0,16.0,1,0,28,54097.0,6,3,1992,0,1,8232,5924,873,1,5,2906243.2
77309.0,46.0,1,0,71,14269.0,5,7,2020,0,0,5734,5357,389,1,3,7735889.0
91626.0,83.0,1,0,55,59173.0,4,5,1991,1,1,2684,784,101,1,8,9169068.1
24150.0,37.0,1,1,57,11350.0,9,3,2005,1,1,7994,3085,216,1,4,2427187.5
48352.0,23.0,0,0,11,29157.0,8,9,1990,0,0,3916,9015,562,1,2,4836393.0
